gloss_en,freq,proper_usage,proper_count,nonproper_count,suggested_ko,notes
shudder,2,no,0,2,shudder,
shower of rain,2,no,0,2,rain의 shower,
shouting crowd,2,no,0,2,shouting crowd,
shortness,2,no,0,2,shortness,
shorter,2,no,0,2,shorter,
Shoham,2,yes,2,0,슈오하아므,고유명사 음역/관습 표기 확인; 자동 음역
Shobi,2,yes,2,0,슈오브이,고유명사 음역/관습 표기 확인; 자동 음역
Shobek,2,yes,2,0,슈오브에크,고유명사 음역/관습 표기 확인; 자동 음역
Shiza,2,yes,2,0,슈이즈아,고유명사 음역/관습 표기 확인; 자동 음역
Shitrai,2,yes,2,0,슈이트르아이,고유명사 음역/관습 표기 확인; 자동 음역
Shisha,2,yes,2,0,슈이슈아,고유명사 음역/관습 표기 확인; 자동 음역
Shiphtan,2,yes,2,0,슈이프트아느,고유명사 음역/관습 표기 확인; 자동 음역
Shiphrah,2,yes,2,0,슈이프르아하,고유명사 음역/관습 표기 확인; 자동 음역
Shiphmite,2,no,0,2,Shiphmite,
Shiphi,2,yes,2,0,슈이프이,고유명사 음역/관습 표기 확인; 자동 음역
Shion,2,yes,2,0,슈이오느,고유명사 음역/관습 표기 확인; 자동 음역
Shinab,2,yes,2,0,슈이느아브,고유명사 음역/관습 표기 확인; 자동 음역
Shimronite,2,no,0,2,Shimronite,
Shimron Meron,2,yes,2,0,슈이므르오느 므에르오느,고유명사 음역/관습 표기 확인; 자동 음역
Shimrith,2,yes,2,0,슈이므르이스,고유명사 음역/관습 표기 확인; 자동 음역
Shimrath,2,yes,2,0,슈이므르아스,고유명사 음역/관습 표기 확인; 자동 음역
Shimon,2,yes,2,0,슈이므오느,고유명사 음역/관습 표기 확인; 자동 음역
Shimeathite,2,no,0,2,Shimeathite,
Shimeam,2,yes,2,0,시맘,고유명사 음역/관습 표기 확인
Shilshah,2,yes,2,0,슈이르슈아하,고유명사 음역/관습 표기 확인; 자동 음역
Shiloah,2,yes,2,0,실로아,고유명사 음역/관습 표기 확인
Shillemite,2,no,0,2,Shillemite,
Shilhim,2,yes,2,0,슈이르하이므,고유명사 음역/관습 표기 확인; 자동 음역
Shikkeron,2,yes,2,0,슈이크크에르오느,고유명사 음역/관습 표기 확인; 자동 음역
Shihor Libnath,2,yes,2,0,시홀 립낫,고유명사 음역/관습 표기 확인
Shibah,2,yes,2,0,슈이브아하,고유명사 음역/관습 표기 확인; 자동 음역
Shethar,2,yes,2,0,세달,고유명사 음역/관습 표기 확인
Sheresh,2,yes,2,0,슈에르에슈,고유명사 음역/관습 표기 확인; 자동 음역
sherd,2,no,0,2,sherd,
Shephuphan,2,yes,2,0,슈에프우프아느,고유명사 음역/관습 표기 확인; 자동 음역
Shepho,2,yes,2,0,슈에프오,고유명사 음역/관습 표기 확인; 자동 음역
Shephi,2,yes,2,0,슈에프이,고유명사 음역/관습 표기 확인; 자동 음역
Shenazzar,2,yes,2,0,스낫살,고유명사 음역/관습 표기 확인
Shen,2,yes,2,0,슈에느,고유명사 음역/관습 표기 확인; 자동 음역
Shemidaite,2,no,0,2,Shemidaite,
Shemed,2,yes,2,0,슈에므에드,고유명사 음역/관습 표기 확인; 자동 음역
Shemeber,2,yes,2,0,시메벨,고유명사 음역/관습 표기 확인
Shemaah,2,yes,2,0,슈에므아아하,고유명사 음역/관습 표기 확인; 자동 음역
Shelomi,2,yes,2,0,슈에르오므이,고유명사 음역/관습 표기 확인; 자동 음역
Shelesh,2,yes,2,0,슈에르에슈,고유명사 음역/관습 표기 확인; 자동 음역
Shelanite,2,no,0,2,Shelanite,
Shehariah,2,yes,2,0,슈에하아르이아하,고유명사 음역/관습 표기 확인; 자동 음역
Sheerah,2,yes,2,0,슈에에르아하,고유명사 음역/관습 표기 확인; 자동 음역
Shechemite,2,no,0,2,Shechemite,
Sheber,2,yes,2,0,슈에브에르,고유명사 음역/관습 표기 확인; 자동 음역
Shebat,2,yes,2,0,스밧,고유명사 음역/관습 표기 확인
Shebarim,2,yes,2,0,스바림,고유명사 음역/관습 표기 확인
Shear-Jashub,2,yes,2,0,스알야숩,고유명사 음역/관습 표기 확인
Sheal,2,yes,2,0,슈에아르,고유명사 음역/관습 표기 확인; 자동 음역
she-ostriches,2,no,0,2,she ostriches,
Shavsha,2,yes,2,0,사브사,고유명사 음역/관습 표기 확인
Shaveh,2,yes,2,0,샤웨,고유명사 음역/관습 표기 확인
Shaulite,2,no,0,2,Shaulite,
shattering,2,no,0,2,shattering,
Shashai,2,yes,2,0,슈아슈아이,고유명사 음역/관습 표기 확인; 자동 음역
Sharuhen,2,yes,2,0,슈아르우하에느,고유명사 음역/관습 표기 확인; 자동 음역
sharpening,2,no,0,2,sharpening,
Sharonite,2,no,0,2,Sharonite,
Sharar,2,yes,2,0,슈아르아르,고유명사 음역/관습 표기 확인; 자동 음역
Sharai,2,yes,2,0,슈아르아이,고유명사 음역/관습 표기 확인; 자동 음역
Shaphir,2,yes,2,0,슈아프이르,고유명사 음역/관습 표기 확인; 자동 음역
Shapham,2,yes,2,0,슈아프아므,고유명사 음역/관습 표기 확인; 자동 음역
Shamsherai,2,yes,2,0,슈아므슈에르아이,고유명사 음역/관습 표기 확인; 자동 음역
Shammoth,2,yes,2,0,슈아므므오스,고유명사 음역/관습 표기 확인; 자동 음역
Shamhuth,2,yes,2,0,슈아므하우스,고유명사 음역/관습 표기 확인; 자동 음역
Shama,2,yes,2,0,슈아므아,고유명사 음역/관습 표기 확인; 자동 음역
Shalman,2,yes,2,0,살만,고유명사 음역/관습 표기 확인
Shallun,2,yes,2,0,살룬,고유명사 음역/관습 표기 확인
Shalleketh,2,yes,2,0,살레겟,고유명사 음역/관습 표기 확인
Shalisha,2,yes,2,0,살리사,고유명사 음역/관습 표기 확인
Shahazumah,2,yes,2,0,사하수마,고유명사 음역/관습 표기 확인
Shaharaim,2,yes,2,0,사하라임,고유명사 음역/관습 표기 확인
Shagee,2,yes,2,0,슈아그에에,고유명사 음역/관습 표기 확인; 자동 음역
Shaashgaz,2,yes,2,0,사아스가스,고유명사 음역/관습 표기 확인
Shaalim,2,yes,2,0,사알림,고유명사 음역/관습 표기 확인
Shaalabbin,2,yes,2,0,사알빈,고유명사 음역/관습 표기 확인
Sethur,2,yes,2,0,세둘,고유명사 음역/관습 표기 확인
set with topaz,2,no,0,2,set with topaz,
Seredite,2,no,0,2,Seredite,
Sepharvite,2,no,0,2,Sepharvite,
Sepharad,2,yes,2,0,스바랏,고유명사 음역/관습 표기 확인
Sephar,2,yes,2,0,스에프아르,고유명사 음역/관습 표기 확인; 자동 음역
Seorim,2,yes,2,0,스오림,고유명사 음역/관습 표기 확인
seniors,2,no,0,2,seniors,
Seneh,2,yes,2,0,세네,고유명사 음역/관습 표기 확인
Semakiah,2,yes,2,0,스에므아크이아하,고유명사 음역/관습 표기 확인; 자동 음역
Seirah,2,yes,2,0,스에이르아하,고유명사 음역/관습 표기 확인; 자동 음역
seeing,2,no,0,2,seeing,
seed-land,2,no,0,2,seed land,
Secu,2,yes,2,0,세구,고유명사 음역/관습 표기 확인
Secacah,2,yes,2,0,스가가,고유명사 음역/관습 표기 확인
Sebam,2,yes,2,0,스밤,고유명사 음역/관습 표기 확인
seat order,2,no,0,2,seat order,
sea-weed,2,no,0,2,sea weed,
scrape off,2,no,0,2,scrape off,
scourge,2,no,0,2,scourge,
scorched land,2,no,0,2,scorched land,
scholar,2,no,0,2,scholar,
scent-powder,2,no,0,2,scent powder,
scattering,2,no,0,2,scattering,
scare-crow,2,no,0,2,scare crow,
scabies,2,no,0,2,scabies,
saw,2,no,0,2,saw,
saving acts,2,no,0,2,saving acts,
Sarsekim,2,yes,2,0,사르스김,고유명사 음역/관습 표기 확인
Sargon,2,yes,2,0,사르곤,고유명사 음역/관습 표기 확인
Saraph,2,yes,2,0,사랍,고유명사 음역/관습 표기 확인
sapling,2,no,0,2,sapling,
Saph,2,yes,2,0,삽,고유명사 음역/관습 표기 확인
sapful,2,no,0,2,sapful,
sap,2,no,0,2,sap,
Sansannah,2,yes,2,0,산사나,고유명사 음역/관습 표기 확인
sandy ground,2,no,0,2,sandy ground,
Samgar-Nebo,2,yes,2,0,삼갈느보,고유명사 음역/관습 표기 확인
Salu,2,yes,2,0,살루,고유명사 음역/관습 표기 확인
salt-herb,2,no,0,2,salt herb,
sale,2,no,0,2,sale,
Sakkuth,2,yes,2,0,숙곳,고유명사 음역/관습 표기 확인
Sakia,2,yes,2,0,사키아,고유명사 음역/관습 표기 확인
safety,2,no,0,2,safety,
saddle-cloth,2,no,0,2,saddle cloth,
sad,2,no,0,2,sad,
sacred places,2,no,0,2,sacred places,
rutting,2,no,0,2,rutting,
rushing,2,no,0,2,rushing,
run down,2,no,0,2,run down,
run aimlessly,2,no,0,2,run aimlessly,
Ruhamah,2,yes,2,0,루하마,고유명사 음역/관습 표기 확인
rugged ground,2,no,0,2,rugged ground,
rugged country,2,no,0,2,rugged country,
rubbed wheat,2,no,0,2,rubbed wheat,
rub,2,no,0,2,rub,
royal tent,2,no,0,2,royal tent,
Rosh,2,yes,2,0,로스,고유명사 음역/관습 표기 확인
roll up,2,no,0,2,roll 위로,
Rohgah,2,yes,2,0,로가,고유명사 음역/관습 표기 확인
rock-crystal,2,no,0,2,rock crystal,
robe,2,no,0,2,robe,
Rizia,2,yes,2,0,리시아,고유명사 음역/관습 표기 확인
rival wife,2,no,0,2,rival wife,
rising up,2,no,0,2,rising 위로,
Rinnah,2,yes,2,0,린나,고유명사 음역/관습 표기 확인
Rimmono,2,yes,2,0,림모노,고유명사 음역/관습 표기 확인
right time,2,no,0,2,오른쪽 time,
rib,2,no,0,2,갈빗대/옆구리뼈,
Rhodian,2,no,0,2,Rhodian,
Rezon,2,yes,2,0,레손,고유명사 음역/관습 표기 확인
Reumah,2,yes,2,0,르우마,고유명사 음역/관습 표기 확인
retribution,2,no,0,2,retribution,
restlessness,2,no,0,2,restlessness,
reservoir,2,no,0,2,reservoir,
Resen,2,yes,2,0,레센,고유명사 음역/관습 표기 확인
reptile,2,no,0,2,reptile,
reprover,2,no,0,2,reprover,
Rephah,2,yes,2,0,르바,고유명사 음역/관습 표기 확인
Rephael,2,yes,2,0,르바엘,고유명사 음역/관습 표기 확인
repeat,2,no,0,2,repeat,
repair,2,no,0,2,repair,
remote part,2,no,0,2,remote part,
Remeth,2,yes,2,0,레멧,고유명사 음역/관습 표기 확인
remembering,2,no,0,2,remembering,
Rei,2,yes,2,0,레이,고유명사 음역/관습 표기 확인
Rehoboth Ir,2,yes,2,0,르호봇 읍,고유명사 음역/관습 표기 확인
Regem-Melech,2,yes,2,0,레겜멜렉,고유명사 음역/관습 표기 확인
Regem,2,yes,2,0,르에그에므,고유명사 음역/관습 표기 확인; 자동 음역
Reelaiah,2,yes,2,0,르엘라야,고유명사 음역/관습 표기 확인
red chalk,2,no,0,2,붉은 chalk,
recesses,2,no,0,2,recesses,
recess,2,no,0,2,recess,
receptacle,2,no,0,2,receptacle,
Recah,2,yes,2,0,레가,고유명사 음역/관습 표기 확인
reach,2,no,0,2,reach,
raw,2,no,0,2,raw,
rattle,2,no,0,2,rattle,
Raphu,2,yes,2,0,라푸,고유명사 음역/관습 표기 확인
Raphah,2,yes,2,0,르아프아하,고유명사 음역/관습 표기 확인; 자동 음역
Ramiah,2,yes,2,0,라미야,고유명사 음역/관습 표기 확인
Ramathite,2,no,0,2,Ramathite,
Rakkon,2,yes,2,0,라꼰,고유명사 음역/관습 표기 확인
Rakkath,2,yes,2,0,라캇,고유명사 음역/관습 표기 확인
rain-pits,2,no,0,2,rain pits,
Raham,2,yes,2,0,라함,고유명사 음역/관습 표기 확인
rafts,2,no,0,2,rafts,
rafter,2,no,0,2,rafter,
raft,2,no,0,2,raft,
Raddai,2,yes,2,0,라대,고유명사 음역/관습 표기 확인
Racal,2,yes,2,0,라갈,고유명사 음역/관습 표기 확인
Rabbith,2,yes,2,0,라빗,고유명사 음역/관습 표기 확인
Raamiah,2,yes,2,0,라아미야,고유명사 음역/관습 표기 확인
quiver belt,2,no,0,2,quiver belt,
question,2,no,0,2,question,
queer,2,no,0,2,queer,
putrefaction,2,no,0,2,putrefaction,
Putiel,2,yes,2,0,부디엘,고유명사 음역/관습 표기 확인
Puthite,2,no,0,2,Puthite,
punishment,2,no,0,2,punishment,
Puite,2,no,0,2,Puite,
pruning,2,no,0,2,pruning,
prosperity,2,no,0,2,번영/형통,
prophesy,2,no,0,2,prophesy,
product,2,no,0,2,product,
produce in abundance,2,no,0,2,produce in abundance,
proclamation,2,no,0,2,proclamation,
proclaim,2,no,0,2,proclaim,
procession,2,no,0,2,행렬/행차,
private parts,2,no,0,2,private parts,
presumption,2,no,0,2,presumption,
press out,2,no,0,2,press out,
pregnancy,2,no,0,2,pregnancy,
precious,2,no,0,2,precious,
power to stand,2,no,0,2,power to stand,
potash,2,no,0,2,potash,
position,2,no,0,2,position,
Poratha,2,yes,2,0,보라다,고유명사 음역/관습 표기 확인
poor out,2,no,0,2,가난한 out,
pond,2,no,0,2,pond,
pollution,2,no,0,2,pollution,
points,2,no,0,2,points,
point,2,no,0,2,point,
pocket,2,no,0,2,pocket,
ploughing line,2,no,0,2,ploughing line,
plenty,2,no,0,2,plenty,
pleasant places,2,no,0,2,pleasant places,
play flute,2,no,0,2,play flute,
plantlet,2,no,0,2,plantlet,
place of assemblage,2,no,0,2,assemblage의 곳,
Pithom,2,yes,2,0,비돔,고유명사 음역/관습 표기 확인
pistachio,2,no,0,2,pistachio,
Pispah,2,yes,2,0,프이스프아하,고유명사 음역/관습 표기 확인; 자동 음역
Pishon,2,yes,2,0,비손,고유명사 음역/관습 표기 확인
Pirathon,2,yes,2,0,피라톤,고유명사 음역/관습 표기 확인
Piram,2,yes,2,0,피람,고유명사 음역/관습 표기 확인
pipes,2,no,0,2,pipes,
pine away,2,no,0,2,pine away,
pim,2,no,0,2,pim,
Piltai,2,yes,2,0,필대,고유명사 음역/관습 표기 확인
Pilha,2,yes,2,0,필하,고유명사 음역/관습 표기 확인
Pildash,2,yes,2,0,빌다스,고유명사 음역/관습 표기 확인
phoenix,2,no,0,2,phoenix,
Pharpar,2,yes,2,0,바르발,고유명사 음역/관습 표기 확인
Peullethai,2,yes,2,0,프에우르르에스아이,고유명사 음역/관습 표기 확인; 자동 음역
Pethuel,2,yes,2,0,벧우엘,고유명사 음역/관습 표기 확인
pestle,2,no,0,2,pestle,
pervert,2,no,0,2,pervert,
Peruda,2,yes,2,0,브루다,고유명사 음역/관습 표기 확인
permission,2,no,0,2,permission,
Perida,2,yes,2,0,브리다,고유명사 음역/관습 표기 확인
Perezite,2,no,0,2,Perezite,
Peresh,2,yes,2,0,베레시,고유명사 음역/관습 표기 확인
Perazim,2,yes,2,0,브라짐,고유명사 음역/관습 표기 확인
Peniel,2,yes,2,0,브니엘,고유명사 음역/관습 표기 확인
Pelaliah,2,yes,2,0,블랄리야,고유명사 음역/관습 표기 확인
peeled stripe,2,no,0,2,peeled stripe,
Pedahel,2,yes,2,0,브다엘,고유명사 음역/관습 표기 확인
payment,2,no,0,2,payment,
Pau,2,yes,2,0,바우,고유명사 음역/관습 표기 확인
pattering,2,no,0,2,pattering,
pass between?,2,no,0,2,pass between?,
Pasach,2,yes,2,0,바사크,고유명사 음역/관습 표기 확인
Parvaim,2,yes,2,0,발와임,고유명사 음역/관습 표기 확인
Paruah,2,yes,2,0,바루아,고유명사 음역/관습 표기 확인
partner,2,no,0,2,partner,
partiality,2,no,0,2,partiality,
Parshandatha,2,yes,2,0,바르산다다,고유명사 음역/관습 표기 확인
Parnach,2,yes,2,0,바르낙,고유명사 음역/관습 표기 확인
Parmashta,2,yes,2,0,바르마스다,고유명사 음역/관습 표기 확인
parched,2,no,0,2,parched,
parapet,2,no,0,2,parapet,
Parah,2,yes,2,0,바라,고유명사 음역/관습 표기 확인
panther,2,no,0,2,panther,
pans,2,no,0,2,pans,
panic,2,no,0,2,panic,
pamper,2,no,0,2,pamper,
Paltite,2,no,0,2,Paltite,
Palluite,2,no,0,2,Palluite,
Palal,2,yes,2,0,발랄,고유명사 음역/관습 표기 확인
paint,2,no,0,2,paint,
Pai,2,yes,2,0,바이,고유명사 음역/관습 표기 확인
pack up,2,no,0,2,pack 위로,
Paarai,2,yes,2,0,바아래,고유명사 음역/관습 표기 확인
Oznite,2,no,0,2,Oznite,
Ozni,2,yes,2,0,오즈느이,고유명사 음역/관습 표기 확인; 자동 음역
ox-goad,2,no,0,2,ox goad,
oversight,2,no,0,2,oversight,
over-garment?,2,no,0,2,over garment?,
outpouring,2,no,0,2,outpouring,
outlook,2,no,0,2,outlook,
Othni,2,yes,2,0,오스느이,고유명사 음역/관습 표기 확인; 자동 음역
Oren,2,yes,2,0,오르에느,고유명사 음역/관습 표기 확인; 자동 음역
Ophni,2,yes,2,0,오프느이,고유명사 음역/관습 표기 확인; 자동 음역
Ophir,2,yes,2,0,오프이르,고유명사 음역/관습 표기 확인; 자동 음역
onset,2,no,0,2,onset,
onion,2,no,0,2,onion,
On,2,yes,2,0,오느,고유명사 음역/관습 표기 확인; 자동 음역
ointment,2,no,0,2,ointment,
Ohel,2,yes,2,0,오하에르,고유명사 음역/관습 표기 확인; 자동 음역
offal,2,no,0,2,offal,
occasion,2,no,0,2,occasion,
obstinate,2,no,0,2,obstinate,
oblivion,2,no,0,2,oblivion,
Obil,2,yes,2,0,오브이르,고유명사 음역/관습 표기 확인; 자동 음역
Obal,2,yes,2,0,오브아르,고유명사 음역/관습 표기 확인; 자동 음역
nut,2,no,0,2,nut,
nothingness,2,no,0,2,nothingness,
nostrils,2,no,0,2,nostrils,
northern,2,no,0,2,northern,
north-winds,2,no,0,2,north winds,
Nophah,2,yes,2,0,느오프아하,고유명사 음역/관습 표기 확인; 자동 음역
Nohah,2,yes,2,0,느오하아하,고유명사 음역/관습 표기 확인; 자동 음역
Nodab,2,yes,2,0,느오드아브,고유명사 음역/관습 표기 확인; 자동 음역
Nod,2,yes,2,0,느오드,고유명사 음역/관습 표기 확인; 자동 음역
nip,2,no,0,2,nip,
Nimrah,2,yes,2,0,느이므르아하,고유명사 음역/관습 표기 확인; 자동 음역
night-demon,2,no,0,2,night demon,
Nibshan,2,yes,2,0,느이브슈아느,고유명사 음역/관습 표기 확인; 자동 음역
Nibhaz,2,yes,2,0,느이브하아즈,고유명사 음역/관습 표기 확인; 자동 음역
Nezib,2,yes,2,0,느에즈이브,고유명사 음역/관습 표기 확인; 자동 음역
network of boughs,2,no,0,2,boughs의 network,
nettle,2,no,0,2,쐐기풀,
Netaim,2,yes,2,0,느에트아이므,고유명사 음역/관습 표기 확인; 자동 음역
Nergal,2,yes,2,0,느에르그아르,고유명사 음역/관습 표기 확인; 자동 음역
Nemuelite,2,no,0,2,Nemuelite 사람,
Neiel,2,yes,2,0,느에이에르,고유명사 음역/관습 표기 확인; 자동 음역
Nehushtan,2,yes,2,0,느에하우슈트아느,고유명사 음역/관습 표기 확인; 자동 음역
Nehushta,2,yes,2,0,느에하우슈트아,고유명사 음역/관습 표기 확인; 자동 음역
Nehum,2,yes,2,0,느에하우므,고유명사 음역/관습 표기 확인; 자동 음역
Nedabiah,2,yes,2,0,느에드아브이아하,고유명사 음역/관습 표기 확인; 자동 음역
Nebushazban,2,yes,2,0,느에브우슈아즈브아느,고유명사 음역/관습 표기 확인; 자동 음역
Neballat,2,yes,2,0,느에브아르르아트,고유명사 음역/관습 표기 확인; 자동 음역
Nebai,2,yes,2,0,느에브아이,고유명사 음역/관습 표기 확인; 자동 음역
Neah,2,yes,2,0,느에아하,고유명사 음역/관습 표기 확인; 자동 음역
nave,2,no,0,2,nave,
nausea,2,no,0,2,nausea,
Nathan-Melech,2,yes,2,0,느아스아느 므에르에치,고유명사 음역/관습 표기 확인; 자동 음역
naked persons,2,no,0,2,naked persons,
naked land,2,no,0,2,naked land,
Nahbi,2,yes,2,0,느아하브이,고유명사 음역/관습 표기 확인; 자동 음역
Nahamani,2,yes,2,0,느아하아므아느이,고유명사 음역/관습 표기 확인; 자동 음역
Naham,2,yes,2,0,느아하아므,고유명사 음역/관습 표기 확인; 자동 음역
Nahalol,2,yes,2,0,느아하아르오르,고유명사 음역/관습 표기 확인; 자동 음역
Nacon,2,yes,2,0,느아크오느,고유명사 음역/관습 표기 확인; 자동 음역
Nabu,2,yes,2,0,느아브우,고유명사 음역/관습 표기 확인; 자동 음역
Naaran,2,yes,2,0,느아아르아느,고유명사 음역/관습 표기 확인; 자동 음역
Naarai,2,yes,2,0,느아아르아이,고유명사 음역/관습 표기 확인; 자동 음역
Naamite,2,no,0,2,Naamite 사람,
Naam,2,yes,2,0,느아아므,고유명사 음역/관습 표기 확인; 자동 음역
musician,2,no,0,2,musician,
Muppim,2,yes,2,0,므우프프이므,고유명사 음역/관습 표기 확인; 자동 음역
Mozah,2,yes,2,0,므오즈아하,고유명사 음역/관습 표기 확인; 자동 음역
mourningly,2,no,0,2,mourningly,
Mount Heres,2,yes,2,0,므오우느트 하에르에스,고유명사 음역/관습 표기 확인; 자동 음역
mosquito,2,no,0,2,mosquito,
Moserah,2,yes,2,0,므오스에르아하,고유명사 음역/관습 표기 확인; 자동 음역
morning-star,2,no,0,2,morning star,
Moresheth Gath,2,yes,2,0,므오르에슈에스 그아스,고유명사 음역/관습 표기 확인; 자동 음역
Molid,2,yes,2,0,므오르이드,고유명사 음역/관습 표기 확인; 자동 음역
mole-rat,2,no,0,2,mole rat,
molar teeth,2,no,0,2,molar teeth,
moisture,2,no,0,2,습기,
mocking song,2,no,0,2,mocking song,
moat,2,no,0,2,moat,
moan,2,no,0,2,moan,
Mithnite,2,no,0,2,Mithnite 사람,
mistake,2,no,0,2,mistake,
Mispereth,2,yes,2,0,므이스프에르에스,고유명사 음역/관습 표기 확인; 자동 음역
Mispar,2,yes,2,0,므이스프아르,고유명사 음역/관습 표기 확인; 자동 음역
Mishraite,2,no,0,2,Mishraite 사람,
Mishmannah,2,yes,2,0,므이슈므아느느아하,고유명사 음역/관습 표기 확인; 자동 음역
Misham,2,yes,2,0,므이슈아므,고유명사 음역/관습 표기 확인; 자동 음역
mirror,2,no,0,2,mirror,
Mirmah,2,yes,2,0,므이르므아하,고유명사 음역/관습 표기 확인; 자동 음역
Minni,2,yes,2,0,므이느느이,고유명사 음역/관습 표기 확인; 자동 음역
mind,2,no,0,2,mind,
millet,2,no,0,2,millet,
Milalai,2,yes,2,0,므이르아르아이,고유명사 음역/관습 표기 확인; 자동 음역
Migdal Gad,2,yes,2,0,므이그드아르 그아드,고유명사 음역/관습 표기 확인; 자동 음역
Migdal El,2,yes,2,0,미그달 엘,고유명사 음역/관습 표기 확인
Middin,2,yes,2,0,믿딘,고유명사 음역/관습 표기 확인
Micri,2,yes,2,0,미그리,고유명사 음역/관습 표기 확인
Mibhar,2,yes,2,0,밉할,고유명사 음역/관습 표기 확인
Mezobaite,2,yes,2,0,메소바 사람,고유명사 음역/관습 표기 확인
Meshullemeth,2,yes,2,0,므술렘멧,고유명사 음역/관습 표기 확인
Meshobab,2,yes,2,0,메쇼밥,고유명사 음역/관습 표기 확인
Meshillemith,2,yes,2,0,므실레밋,고유명사 음역/관습 표기 확인
Meroz,2,yes,2,0,메로스,고유명사 음역/관습 표기 확인
Meres,2,yes,2,0,메레스,고유명사 음역/관습 표기 확인
mercy,2,no,0,2,mercy,
Merathaim,2,yes,2,0,메라다임,고유명사 음역/관습 표기 확인
Merarite,2,no,0,2,Merarite 사람,
Meraiah,2,yes,2,0,므라야,고유명사 음역/관습 표기 확인
Meonothai,2,yes,2,0,므오놋대,고유명사 음역/관습 표기 확인
menstruate,2,no,0,2,menstruate,
mendacious,2,no,0,2,mendacious,
members,2,no,0,2,members,
Melatiah,2,yes,2,0,멜라댜,고유명사 음역/관습 표기 확인
Mekerathite,2,no,0,2,Mekerathite 사람,
Mehuman,2,yes,2,0,므훔안,고유명사 음역/관습 표기 확인
Mehir,2,yes,2,0,므힐,고유명사 음역/관습 표기 확인
meeting,2,no,0,2,meeting,
meditation,2,no,0,2,meditation,
Median,2,no,0,2,Median,
Mede,2,no,0,2,Mede,
Medanite,2,no,0,2,Medanite 사람,
Meconah,2,yes,2,0,므고나,고유명사 음역/관습 표기 확인
Mebunnai,2,yes,2,0,메부내,고유명사 음역/관습 표기 확인
measurement,2,no,0,2,measurement,
measure off,2,no,0,2,measure off,
Mearah,2,yes,2,0,메아라,고유명사 음역/관습 표기 확인
meal,2,no,0,2,meal,
Mattattah,2,yes,2,0,맛닷다,고유명사 음역/관습 표기 확인
Matrite,2,no,0,2,Matrite 사람,
Mashal,2,yes,2,0,마살,고유명사 음역/관습 표기 확인
marshmallow,2,no,0,2,marshmallow,
Marsena,2,yes,2,0,말스나,고유명사 음역/관습 표기 확인
marrow,2,no,0,2,골수,
marriage,2,no,0,2,marriage,
Maroth,2,yes,2,0,마롯,고유명사 음역/관습 표기 확인
Marduk,2,yes,2,0,마르둑,고유명사 음역/관습 표기 확인
Maralah,2,yes,2,0,말랄라,고유명사 음역/관습 표기 확인
Maoch,2,yes,2,0,마옥,고유명사 음역/관습 표기 확인
Manahathite,2,no,0,2,Manahathite 사람,
man from Susa,2,no,0,2,사람 from Susa,
Malkiram,2,yes,2,0,말기람,고유명사 음역/관습 표기 확인
Malkielite,2,no,0,2,Malkielite 사람,
Malachi,2,yes,2,0,말라기,고유명사 음역/관습 표기 확인
Makirite,2,no,0,2,Makirite 사람,
making hide face,2,no,0,2,making hide face,
Maki,2,yes,2,0,마키,고유명사 음역/관습 표기 확인
Makaz,2,yes,2,0,마가스,고유명사 음역/관습 표기 확인
Mahol,2,yes,2,0,마홀,고유명사 음역/관습 표기 확인
Magpiash,2,yes,2,0,막비아스,고유명사 음역/관습 표기 확인
Magbish,2,yes,2,0,막비스,고유명사 음역/관습 표기 확인
Madmenah,2,yes,2,0,맛매나,고유명사 음역/관습 표기 확인
Madmen,2,yes,2,0,맛멘,고유명사 음역/관습 표기 확인
Macnadebai,2,yes,2,0,막나드배,고유명사 음역/관습 표기 확인
Macbenah,2,yes,2,0,막베나,고유명사 음역/관습 표기 확인
Macbannai,2,yes,2,0,막반나이,고유명사 음역/관습 표기 확인
Maaz,2,yes,2,0,마아스,고유명사 음역/관습 표기 확인
Maasai,2,yes,2,0,마아새,고유명사 음역/관습 표기 확인
Maarath,2,yes,2,0,마아랏,고유명사 음역/관습 표기 확인
Maai,2,yes,2,0,마아이,고유명사 음역/관습 표기 확인
Maadai,2,yes,2,0,마아대,고유명사 음역/관습 표기 확인
Maacath,2,yes,2,0,마아갓,고유명사 음역/관습 표기 확인
love-song,2,no,0,2,love song,
lofty,2,no,0,2,lofty,
lodging-place,2,no,0,2,lodging 곳,
loathing,2,no,0,2,loathing,
liquid,2,no,0,2,liquid,
Likhi,2,yes,2,0,르이크하이,고유명사 음역/관습 표기 확인; 자동 음역
lightness,2,no,0,2,lightness,
lighten,2,no,0,2,lighten,
lifting,2,no,0,2,lifting,
lifetime,2,no,0,2,lifetime,
lie fallow,2,no,0,2,lie fallow,
Libyans,2,yes,2,0,리비야 사람들,고유명사 음역/관습 표기 확인
Libya,2,yes,2,0,리비야,고유명사 음역/관습 표기 확인
Leummites,2,yes,2,0,르움 사람들,고유명사 음역/관습 표기 확인
Letushites,2,yes,2,0,르두심 사람들,고유명사 음역/관습 표기 확인
letek,2,no,0,2,letek,
legging,2,no,0,2,legging,
leg,2,no,0,2,leg,
leek,2,no,0,2,leek,
leech,2,no,0,2,leech,
Lecah,2,yes,2,0,레카,고유명사 음역/관습 표기 확인
Lebonah,2,yes,2,0,레보나,고유명사 음역/관습 표기 확인
Lebaoth,2,yes,2,0,레바옷,고유명사 음역/관습 표기 확인
leaf,2,no,0,2,leaf,
